line,schedule,map,en-update,en-reason,es-update,es-reason,hy-update,hy-reason,zh-tw-update,zh-tw-reason,ko-update,ko-reason,ja-update,ja-reason,ru-update,ru-reason,vi-update,vi-reason
205,205_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
206,206_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
207,207_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
210,210_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
211,211-215_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
212,212_TT_12-15-24.pdf,,Adjusted Saturday and Sunday schedules. Slight reduction in number of weekday trips in line with ridership.,For improved reliability better reflecting actual travel times. Savings reallocated to other improvements.,Horario ajustado de los días laborables los sábados y domingos. Ligera reducción en el número de viajes entre semana en línea con el número de pasajeros.,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales. Ahorros reasignados a otras mejoras.",Ճշգրտվել են շաբաթ և կիրակի օրերի ժամանակացույցները։ Աշխատանքային օրերին ուղևորությունների թվի աննշան նվազում՝ ուղևորահոսքին համապատասխան։,Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները Խնայողությունները վերաբաշխված են այլ բարելավումների համար:,週六、週日班次有所調整。根據客流量，工作日行程數量略為減少。,以提高可靠性，更有效反映實際行程時間。節省的資金重新分配給其他改進。,"토요일, 일요일 일정이 조정되었습니다. 승객 수에 맞춰 평일 운행 횟수를 소폭 줄입니다.",실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 절감액을 다른 개선 사항에 재배치했습니다.,土日のスケジュールを調整しました。乗客数に応じ、平日の運行数を少し減らしました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。節約時間は他の改善に再配分されました。,Уточненное расписание на субботу и воскресенье. Незначительное сокращение количества рейсов в будние дни с учетом пассажиропотока.,Для повышения надежности и более точного отражения фактического времени в пути. Сэкономленные средства были использованы на другие улучшения.,Đã điều chỉnh lịch trình Thứ Bảy và Chủ Nhật. Giảm nhẹ số chuyến đi vào ngày trong tuần tùy theo lượng hành khách.,Để cải thiện độ tin cậy nhằm phù hợp với thời gian di chuyển thực tế. Khoản tiết kiệm được phân bổ lại cho các hoạt động cải tiến khác.
215,211-215_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
217,217_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Slight reduction in weekday trips in line with ridership.",For improved reliability better reflecting actual travel times. Savings reallocated to other improvements.,"Horario ajustado de los días laborables, sábados y domingos. Ligera reducción en los viajes de los días laborables en línea con la cantidad de pasajeros.","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales. Ahorros reasignados a otras mejoras.","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։ Աշխատանքային օրերին ուղևորությունների թվի աննշան նվազում՝ ուղևորահոսքին համապատասխան։",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները։ Խնայողությունները վերաբաշխված են այլ բարելավումների համար:,已調整工作日、週六和週日時間表。根據客流量，工作日行程略有減少。,以提高可靠性，更有效反映實際行程時間。節省的資金重新分配給其他改進。,"평일, 토요일, 일요일 일정이 조정되었습니다. 승객 수에 맞춰 평일 운행을 소폭 줄입니다.",실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 절감액을 다른 개선 사항에 재배치했습니다.,平日土日スケジュールを調整しました。乗客数に応じ、平日の運行を少し減らしました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。節約時間は他の改善に再配分されました。,"Уточненное расписание на субботу, воскресенье и будние дни. Незначительное сокращение рейсов в будние дни с учетом пассажиропотока.",Для повышения надежности и более точного отражения фактического времени в пути. Сэкономленные средства были использованы на другие улучшения.,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Giảm nhẹ số chuyến đi vào các ngày trong tuần tùy theo lượng hành khách.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Khoản tiết kiệm được phân bổ lại cho các hoạt động cải tiến khác.
218,218_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
224,224_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
232,232_TT_12-15-24.pdf,,"Service will be rerouted via Aviation/LAX and Aviation/Century Stations instead of Mariposa Station to LAX City Bus Center (and will move to new LAX/Metro Transit Center when that opens). Adjusted Weekday, Saturday, Sunday schedules. Slight reduction in number of weekday trips in line with ridership.",For improved access to the LAX area and new C and K rail lines. Improved reliability better reflecting actual travel times. Savings reallocated to other improvements.,"El servicio se desviará a través de las estaciones Aviation/LAX y Aviation/Century en lugar de la estación Mariposa hasta el LAX City Bus Center (y se trasladará al nuevo LAX/Metro Transit Center cuando se inaugure). Horario ajustado de los días laborables, sábados y domingos. Ligera reducción en la cantidad de viajes de los días laborables en línea con la cantidad de pasajeros.",Para mejorar el acceso al área LAX y las nuevas líneas ferroviarias C y K. Mejor confiabilidad y reflejar mejor los tiempos de viaje reales. Ahorros reasignados a otras mejoras.,"Ծառայությունը կփոխանցվի Aviation/LAX և Aviation/Century կայանների միջոցով Mariposa Station-ի փոխարեն դեպի LAX City Bus Center (և կտեղափոխվի նոր LAX/Metro Transit Center, երբ այն բացվի)։ Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։ Աշխատանքային օրերին ուղևորությունների թվի աննշան նվազում՝ ուղևորահոսքին համապատասխան։",LAX տարածք և նոր C և K երկաթուղային գծերի բարելավված մուտքի համար։ Բարելավված հուսալիություն՝ ավելի լավ արտացոլելու ճամփորդության իրական ժամանակները Խնայողությունները վերաբաշխված են այլ բարելավումների համար:,服務將改道經由Aviation/LAX和Aviation/Century車站，而非Mariposa車站，前往LAX City Bus Center（並在新的LAX/Metro Transit Center啟用後遷移至該處）。已調整工作日、週六、週日時間表。根據客流量，工作日行程數量略為減少。,改善前往LAX地區以及新C和K軌道路線的交通。提高可靠性，更能反映實際行程時間。節省的資金重新分配給其他改進。,"Mariposa Station 대신 Aviation/LAX 및 Aviation/Century Stations를 경유하여 LAX City Bus Center(새로운 LAX/Metro Transit Center 개통 시 이전)로 이어지는 경로로 서비스가 변경됩니다. 평일, 토요일, 일요일 일정이 조정되었습니다. 승객 수에 맞춰 평일 운행 횟수를 소폭 줄입니다.",LAX 지역과 새로운 C Line 및 K Line의 접근성이 개선되었습니다. 실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선했습니다. 절감액을 다른 개선 사항에 재배치했습니다.,サービスは、Mariposa StationからLAX City Bus Centerの代わりに、Aviation/LAX StationとAviation/Century Station経由のルートに変更されます (新しいLAX/Metro Transit Centerがオープンすると、そちらが使用されます)。平日土日スケジュールを調整しました。乗客数に応じ、平日の運行数を少し減らしました。,LAXエリアと新しいC路線、K路線へのアクセスを向上させるため。実際の移動時間をより適切に反映し、信頼性を向上させました。節約時間は他の改善に再配分されました。,"Движение будет перенаправлено через станции Aviation/LAX Station и Aviation/Century Station вместо станции Mariposa в городской автобусный центр LAX (и перейдет в новый LAX/Metro Transit Center, когда он откроется). Уточненное расписание на субботу, воскресенье и будние дни. Незначительное сокращение количества рейсов в будние дни с учетом пассажиропотока.",Для улучшения доступа к району LAX и новым железнодорожным линиям C и K. Повышение надежности и более точное отражение фактического времени в пути. Сэкономленные средства были использованы на другие улучшения.,"Dịch vụ sẽ được thay đổi lộ trình qua các Aviation/LAX Station và Aviation/Century Station thay vì Mariposa Station đến LAX City Bus Center (và sẽ chuyển đến LAX/Metro Transit Center mới khi trung tâm này mở cửa). Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy, Chủ Nhật Giảm nhẹ số chuyến đi vào ngày trong tuần tùy theo lượng hành khách.",Để cải thiện khả năng tiếp cận khu vực LAX và tuyến đường sắt C và K mới. Đã cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Khoản tiết kiệm được phân bổ lại cho các hoạt động cải tiến khác.
234,234_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
237,237_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
240,240_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
244,244_TT_12-15-24.pdf,,Added trip weekdays.,To accomodate extra passengers.,Se agregaron viajes en días laborables.,Para acomodar pasajeros adicionales.,Ավելացվել է ուղևորություն աշխատանքային օրերին։,Լրացուցիչ ուղևորներ տեղավորելու համար։,已新增工作日行程。,以容納更多乘客。,평일 운행이 추가되었습니다.,더 많은 승객을 수용하기 위한 조치입니다.,平日の運行を追加しました。,追加の乗客数に対応するため。,Добавлен рейс в будние дни.,Для перевозки большего количества пассажиров.,Đã tăng thêm chuyến đi vào các ngày trong tuần.,Chuyến đi được tăng thểm để phục vụ thêm nhiều hành khách.
251,251_TT_12-15-24.pdf,,Adjusted Weekday and Saturday schedules,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables y sábados,Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,Ճշգրտվել է ժամանակացույցը աշխատանքային և շաբաթ օրերի համար։,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日及週六時刻表,以提高可靠性，更有效反映實際行程時間,평일 및 토요일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土曜スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на субботу и будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần và Thứ Bảy,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
256,,,"Metro Line 256 will become Pasadena Transit Line 33. Service frequency will be improved from every 50 to every 35 minutes weekdays, Saturdays, and Sundays. The existing alignment, operating hours & stops will continue.",Integrated into the local Pasadena Transit network.,"La línea 256 de Metro se convertirá en la línea 33 de Pasadena Transit. La frecuencia del servicio se mejorará de cada 50 a cada 35 minutos los días laborables, sábados y domingos. La alineación, los horarios de funcionamiento y las paradas existentes continuarán.",Integrado en la red local de tránsito de Pasadena.,"151Metro Line 256-ը կդառնա Pasadena Transit Line 33: Ծառայությունների հաճախականությունը կբարելավվի յուրաքանչյուր 50-ից մինչև յուրաքանչյուր 35 րոպե աշխատանքային օրերին, շաբաթ և կիրակի օրերին: Ներկայիս երթևեկության ռեժիմը, բացման ժամերը և կանգառները կմնան նույնը:",Ինտեգրված է տեղական Pasadena-ի տարանցիկ ցանցին։,Metro Line 256將改為Pasadena Transit Line 33。工作日、星期六和星期日的服務班次將從每50分鐘一班提升至每35分鐘一班。現有路線、營運時間及停靠站將繼續維持不變。,整合進入當地的Pasadena Transit網路。,"Metro Line 256은 Pasadena Transit Line 33이 됩니다. 평일, 토요일, 일요일에는 운행 배차 간격을 50분에서 35분으로 개선합니다. 기존 정렬, 운영 시간 및 정류장은 계속됩니다.",지역 Pasadena Transit 네트워크에 통합되었습니다.,Metro Line 256はPasadena Transit Line 33になります。平日土日の運行頻度が50分間隔から35分間隔に向上されます。既存の路線、運行時間、停車駅は継続されます。,現地のPasadena Transitネットワークに統合されました。,"Линия Metro Line 256 станет линией Pasadena Transit Line 33. Частота поездок будет увеличена с 50 до 35 минут по будням, субботам и воскресеньям. Существующее расположение, часы работы и остановки останутся без изменений.",Интегрировано в местную сеть Pasadena Transit.,"Metro Line 256 sẽ trở thành Pasadena Transit Line 33. Tần suất dịch vụ sẽ được cải thiện từ 50 phút một chuyến lên 35 phút một chuyến vào các ngày trong tuần, Thứ Bảy và Chủ Nhật. Vẫn giữ nguyên lộ trình, giờ hoạt động & các điểm dừng.",Được tích hợp vào mạng lưới Pasadena Transit địa phương.
260,260-261_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Every second trip on Line 260 weekdays and weekends between Pasadena and South Gate via Atlantic Bl will be extended via Imperial Highway to serve the key regional destination of Willowbrook/Rosa Parks A & C Line Station. The other existing Line 260 trips between Pasadena and Artesia Station via Atlantic Bl will be maintained but renumbered Line 261. Passengers riding Line 260 currently on Fair Oaks Av Atlantic Bl between Pasadena and Imperial Highway may use either Line 260 or 261.",For improved reliability better reflecting actual travel times and for improved regional connectivity.,"Horario ajustado de los días laborables, sábados y domingos. Cada segundo viaje de la Línea 260 entre semana y los fines de semana entre Pasadena y South Gate por Atlantic Bl se extenderá por Imperial Highway para servir al destino regional clave de la estación Willowbrook/Rosa Parks de las líneas A y C de Metro. Los otros viajes existentes de la Línea 260 entre Pasadena y la estación Artesia por Atlantic Bl se mantendrán, pero se renumerarán como Línea 261. Los pasajeros que viajan actualmente en la Línea 260 en Fair Oaks Av Atlantic Bl entre Pasadena e Imperial Highway pueden usar la Línea 260 o la 261.","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales y mejorar la conectividad regional.","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։ Ամեն երկրորդ ուղևորությունը Line 260-ով աշխատանքային օրերին և հանգստյան օրերին Pasadena-ի և South Gat-ի միջև Atlantic Bl-ով կերկարաձգվի՝ անցնելով Imperial Highway-ով՝ սպասարկելու Willowbrook/Rosa Parks A և C Line-երի կայարանի հիմնական տարածքային նպատակակետը։ Line 260-ի մյուս երթուղիները Pasadena -ի և Artesia կայարանի միջև Atlantic Bl-ով կպահպանվեն, բայց կվերահամարակալվեն Line 261։ Pasadena-ի և Imperial Highway-ի միջև գտնվող Fair Oaks Av Atlantic Bl-ով Line 260 ունեցող ուղևորները կարող են օգտվել Line 260 կամ 261-ից։","Բարելավված հուսալիության համար, որն ավելի լավ է արտացոլում ճամփորդության իրական ժամանակները և բարելավված տարածաշրջանային կապը:",已調整工作日、週六和週日時間表。工作日和週末在Pasadena和South Gate之間經由Atlantic Bl的Line 260，每兩班車中的一班將延伸經由Imperial Highway，服務重要的區域目的地Willowbrook/Rosa Parks Line A & C車站。其他現有Line 260，行駛於Pasadena和Artesia Station之間，經由Atlantic Bl，將維持運行，但重新編號為Line 261。目前在Fair Oaks Av Atlantic Bl之間搭乘260路的乘客，可選擇搭乘Line 260或261。,以提高可靠性，更準確地反映實際行程時間，並改善區域連接性。,"평일, 토요일, 일요일 일정이 조정되었습니다. 평일과 주말에 Atlantic Bl를 경유해 Pasadena와 South Gate 사이를 운행하는 Line 260의 두 번째 배차는 Imperial Highway를 따라 연장되어 Willowbrook/Rosa Parks A 및 C Line Station의 주요 지역 거점까지 운행됩니다. Atlantic Bl를 경유해 Pasadena Station과 Artesia Station 사이를 연결하는 다른 기존 Line 260 운행은 유지되지만 Line 261로 번호가 변경됩니다. 현재 Pasadena와 Imperial Highway 사이의 Fair Oaks Av Atlantic Bl에서 Line 260을 이용하는 승객은 Line 260이나 Line 261을 이용할 수 있습니다.",실제 이동 시간을 더 정확히 반영하고 지역 연계성을 개선하여 신뢰성을 개선합니다.,"平日土日スケジュールを調整しました。Pasadena/South Gate間 (Atlantic Bl経由) のLine 260の平日と週末の2便ごとの運行はImperial Highway経由で延長され、地域の主要目的地であるWillowbrook/Rosa ParksのA Line StationとC Line Stationまで運行されます。Pasadena/Artesia Station (Atlantic Bl経由) の他の既存のLine 260の運行は維持されますが、Line 261に番号が変更されます。現在、Pasadena/Imperial Highway間のFair Oaks Av, Atlantic BlでLine 260に乗車している利用者は、Line 260またはLine 261のいずれかを使用できます。",実際の移動時間をより適切に反映して信頼性を向上させ、地域の接続性を改善するため。,"Уточненное расписание на субботу, воскресенье и будние дни. Каждый второй рейс Line 260 в будние и выходные дни между Pasadena и South Gate через Atlantic Bl будет продлен через Imperial Highway для обслуживания ключевого регионального пункта назначения — станции линий Line A и Line C Willowbrook / Rosa Parks Station. Другие существующие рейсы Line 260 между станциями Pasadena и Artesia Station через Atlantic Bl сохранятся, но будут переименованы на Line 261. Пассажиры, которые в настоящее время ездят по маршруту Line 260 по Fair Oaks Av Atlantic Bl между Pasadena и Imperial Highway могут пользоваться линией Line 260 или 261.","Для повышения надежности, более точного отражения фактического времени в пути и улучшения согласованности расписания внутри региона.","Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Mỗi chuyến đi thứ hai trên Line 260 vào các ngày trong tuần và cuối tuần giữa Pasadena và South Gate qua Atlantic Bl sẽ được kéo dài qua Imperial Highway để phục vụ điểm đến quan trọng trong khu vực là Willowbrook/Rosa Parks A & C Line Station. Các chuyến đi hiện có khác trên Line 260 giữa Pasadena và Artesia Station qua Atlantic Bl sẽ được duy trì nhưng đổi tên thành Line 261. Hành khách đi Line 260 hiện đang đi trên Fair Oaks Av Atlantic Bl giữa Pasadena và Imperial Highway có thể sử dụng Line 260 hoặc 261.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế và cải thiện khả năng kết nối khu vực.
265,265_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Slight reduction in weekday trips in line with ridership.",For improved reliability better reflecting actual travel times. Savings reallocated to other improvements.,"Horarios ajustados de los días laborables, sábados y domingos. Ligera reducción en los viajes de los días laborables en línea con la cantidad de pasajeros.","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales. Ahorros reasignados a otras mejoras.","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։ Աշխատանքային օրերին ուղևորությունների թվի աննշան նվազում՝ ուղևորահոսքին համապատասխան։",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները։ Խնայողությունները վերաբաշխված են այլ բարելավումների համար:,已調整工作日、週六和週日時間表。根據客流量，工作日行程略有減少。,以提高可靠性，更有效反映實際行程時間。節省的資金重新分配給其他改進。,"평일, 토요일, 일요일 일정이 조정되었습니다. 승객 수에 맞춰 평일 운행을 소폭 줄입니다.",실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 절감액을 다른 개선 사항에 재배치했습니다.,平日土日スケジュールを調整しました。乗客数に応じ、平日の運行を少し減らしました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。節約時間は他の改善に再配分されました。,"Уточненное расписание на субботу, воскресенье и будние дни. Незначительное сокращение рейсов в будние дни с учетом пассажиропотока.",Для повышения надежности и более точного отражения фактического времени в пути. Сэкономленные средства были использованы на другие улучшения.,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Giảm nhẹ số chuyến đi vào các ngày trong tuần tùy theo lượng hành khách.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Khoản tiết kiệm được phân bổ lại cho các hoạt động cải tiến khác.
